order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,n_items,total_price,total_freight,customer_zip_code_prefix,city_norm,customer_state,geolocation_zip_code_prefix,lat,lng
6514b8ad8028c9f2cc2374ded245783f,9bdf08b4b3b52b5526ff42d37d47f222,delivered,2017-05-16 13:10:30,2017-05-16 13:22:11,2017-05-22 10:07:46,2017-05-26 12:55:51,2017-06-07 00:00:00,1,59.99,15.17,26525,nilopolis,RJ,26525.0,-22.805706631753832,-43.42307905240664
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07 00:00:00,2,198.0,61.06,20780,rio de janeiro,RJ,20780.0,-22.8964631877728,-43.27217170225893
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02 19:00:43,2018-01-02 19:09:04,2018-01-03 18:19:09,2018-01-20 01:38:59,2018-02-06 00:00:00,1,1299.0,77.45,21381,rio de janeiro,RJ,21381.0,-22.87907528708003,-43.314672063074205
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12 00:00:00,1,109.9,15.53,21715,rio de janeiro,RJ,21715.0,-22.879476747053335,-43.44026398123803
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07 00:00:00,1,84.9,15.35,26572,mesquita,RJ,26572.0,-22.784670333851196,-43.41150550604952
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19 18:53:40,2017-05-19 19:05:17,2017-05-22 10:16:07,2017-05-31 13:58:46,2017-06-12 00:00:00,1,119.99,34.2,26600,paracambi,RJ,26600.0,-22.61483382699214,-43.705683375748585
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,2017-05-18 13:55:47,2017-05-18 14:05:17,2017-05-19 12:01:38,2017-05-29 12:47:20,2017-06-09 00:00:00,1,139.0,14.72,21910,rio de janeiro,RJ,21910.0,-22.79777839220466,-43.181360862515426
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,delivered,2017-12-15 00:06:10,2017-12-15 00:14:55,2017-12-19 01:58:00,2018-01-03 15:09:32,2018-01-16 00:00:00,1,369.0,17.33,25211,duque de caxias,RJ,25211.0,-22.67066808633434,-43.26255563331919
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,delivered,2018-06-11 10:25:52,2018-06-11 10:58:32,2018-06-14 13:03:00,2018-06-19 00:31:13,2018-07-16 00:00:00,1,119.9,8.78,22240,rio de janeiro,RJ,22240.0,-22.935263476239662,-43.187263572971155
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,2017-11-15 11:31:41,2017-11-15 11:46:42,2017-11-16 22:03:00,2017-11-22 22:41:07,2017-12-05 00:00:00,1,299.0,18.34,22631,rio de janeiro,RJ,22631.0,-23.00365666838398,-43.34075885321385
6a0a8bfbbe700284feb0845d95e0867f,68451b39b1314302c08c65a29f1140fc,delivered,2017-11-22 11:32:22,2017-11-22 11:46:50,2017-11-27 13:39:35,2017-12-28 19:43:00,2017-12-11 00:00:00,1,83.9,17.84,20740,rio de janeiro,RJ,20740.0,-22.89620288125079,-43.31266061354411
9d531c565e28c3e0d756192f84d8731f,d4faa220408c20e53595d2950f361f3b,delivered,2017-11-28 21:00:44,2017-12-01 09:31:15,2017-12-14 20:37:43,2018-01-23 21:38:52,2017-12-22 00:00:00,1,25.99,14.1,24933,marica,RJ,24933.0,-22.956592971962397,-42.88349437707549
4da3bd761ca73d692ae0f5c252495546,65ee4aa816cda8ad41e05c75e1cb691e,delivered,2018-02-01 12:31:21,2018-02-01 12:54:33,2018-02-02 00:39:31,2018-02-02 16:12:53,2018-02-19 00:00:00,1,18.5,7.94,22783,rio de janeiro,RJ,22783.0,-22.984082408782115,-43.44889019919411
c75acba615d2db29345327974641467d,2b47ff70d422cc3ada976dea40f48782,delivered,2018-07-06 23:36:15,2018-07-07 10:10:09,2018-07-10 14:25:00,2018-07-13 17:18:42,2018-08-10 00:00:00,1,84.99,26.9,21250,rio de janeiro,RJ,21250.0,-22.824619091439565,-43.30674667488387
8fc207e94fa91a7649c5a5dab690272a,c69f8b33e62ecb30ff78ae46d7fb9241,delivered,2017-11-26 17:49:46,2017-11-26 17:58:34,2017-11-28 23:17:09,2018-01-20 13:42:22,2017-12-19 00:00:00,1,109.9,25.61,25540,sao joao de meriti,RJ,25540.0,-22.784015528679777,-43.39703232529075
01a75ac3dd000b7628a684be97c29234,57ee2ef64f17a5f9a4bf30489b06326c,delivered,2018-01-23 10:32:39,2018-01-23 10:59:10,2018-01-26 19:12:26,2018-02-07 14:59:03,2018-02-21 00:00:00,1,42.9,15.1,24120,niteroi,RJ,24120.0,-22.88327023685682,-43.09227400558896
ee0c5c649e17808bc4a363d3a80ebf85,cc3590e4afbb4b3e056b50a80a6a7d0c,delivered,2018-01-30 07:51:17,2018-01-30 08:13:43,2018-01-31 15:06:03,2018-02-20 15:25:04,2018-02-21 00:00:00,2,25.0,28.2,22765,rio de janeiro,RJ,22765.0,-22.954431333815165,-43.35527342221761
b01875821b8dcb6abc61776f0f971bce,818596f5b68adfe2c11498ebb6d39e02,delivered,2017-11-24 21:55:22,2017-11-25 01:31:43,2017-11-28 22:37:15,2017-12-01 21:11:40,2017-12-15 00:00:00,2,63.6,78.56,20270,rio de janeiro,RJ,20270.0,-22.916244564738715,-43.21795033526529
b16cec67cb3f5a4bb31abe8988b43d19,62ffae18a7ca4b2e681c6296180ae346,delivered,2018-03-26 09:14:26,2018-03-26 09:28:24,2018-03-27 17:21:48,2018-03-29 20:08:43,2018-04-20 00:00:00,1,129.9,11.77,22790,rio de janeiro,RJ,22790.0,-23.01298650422646,-43.46551954103294
37e32b54f25d2472acbc642f7e539a36,0f5b40f9925b49675464fb74869c6547,delivered,2017-07-08 14:12:08,2017-07-08 14:25:09,2017-07-11 14:36:51,2017-07-17 20:39:33,2017-08-03 00:00:00,1,84.99,14.34,22020,rio de janeiro,RJ,22020.0,-22.965453849156813,-43.17847566804375
9ceb8ab5165cefecdddb546cb5a6362b,eb1c0e1ca3e17eccaefb7f0d4dc659b1,delivered,2018-02-05 17:27:54,2018-02-06 17:32:25,2018-02-07 23:34:48,2018-02-18 14:28:47,2018-03-06 00:00:00,1,120.0,18.09,20520,rio de janeiro,RJ,20520.0,-22.926258825257275,-43.231846424609145
b88d7ae9bd78eac18e8b6ceb04695fb8,6dbe3c4683c66130a8e242bf4bb218d9,delivered,2017-07-17 21:55:56,2017-07-17 22:10:20,2017-07-20 20:19:38,2017-07-27 18:41:46,2017-08-08 00:00:00,1,31.9,14.1,22793,rio de janeiro,RJ,22793.0,-23.00061899109568,-43.40471828456725
38c4ae942b818085578157aabd4abf9e,c0cc17e4ee16598f33ce7ccc36e3b4d0,delivered,2018-03-18 20:59:28,2018-03-18 21:10:32,2018-03-21 21:05:29,2018-03-29 13:49:10,2018-04-24 00:00:00,1,129.0,54.65,23052,rio de janeiro,RJ,23052.0,-22.906619343447986,-43.55224985960651
f31535f21d145b2345e2bf7f09d62322,ed532487db04478dfba09d112649fc13,delivered,2018-02-01 07:47:34,2018-02-01 08:10:31,2018-02-02 00:24:34,2018-04-23 15:49:34,2018-03-05 00:00:00,1,199.0,24.26,24350,niteroi,RJ,24350.0,-22.940616864219162,-43.06545401112341
b06112f703115e6d92f3baf4e2458a5a,1224a9f43655b57c469ab096e6ba5dc2,delivered,2018-03-07 12:08:37,2018-03-07 12:29:55,2018-03-08 19:58:35,2018-03-13 18:56:39,2018-03-21 00:00:00,2,219.8,21.94,25900,mage,RJ,25900.0,-22.651419516496585,-43.066557876304024
45ac1d4b219993bf334080eac1585166,a7d1dc2de29fc011bf5f947f8a8636c7,delivered,2018-01-10 09:04:09,2018-01-10 10:31:35,2018-01-10 22:48:10,2018-01-17 15:44:12,2018-02-08 00:00:00,1,119.0,17.37,24440,sao goncalo,RJ,24440.0,-22.827149190613213,-43.0539481412297
638f79643fd5681c6e6c6ef1f1ab700d,69d8d9775287ba592a957eba2211d351,delivered,2018-04-10 14:58:16,2018-04-10 15:11:08,2018-04-17 13:16:29,2018-04-27 23:17:26,2018-05-11 00:00:00,1,178.99,19.13,24451,sao goncalo,RJ,24451.0,-22.829351276710405,-43.01399541493803
4bb6e6f5af26e1f5951d934386615406,f962bd6ee98fa707c3e2eb532bab37b0,delivered,2018-06-28 11:08:58,2018-06-28 11:31:07,2018-06-28 11:57:00,2018-07-09 16:02:28,2018-07-31 00:00:00,1,66.99,27.75,26298,nova iguacu,RJ,26298.0,-22.821289601573383,-43.583917046351964
06ae7271902bbb087fc093137fee6e81,1a1b5f9e903aa3c203caf5cb63fca2b1,delivered,2018-01-19 21:07:32,2018-01-20 09:09:35,2018-01-29 20:17:05,2018-02-20 19:27:20,2018-02-22 00:00:00,1,79.0,17.8,24445,sao goncalo,RJ,24445.0,-22.81926169355244,-43.03476520349312
4906eeadde5f70b308c20c4a8f20be02,4e7656e34357b93f14b40c6400ca3f6e,delivered,2017-12-08 04:45:26,2017-12-12 03:50:30,2017-12-12 17:43:21,2018-01-09 18:04:58,2018-01-03 00:00:00,1,144.99,17.26,23065,rio de janeiro,RJ,23065.0,-22.882938283581172,-43.625086210988606
aa466a92af916f9f68e56fce7d3a21b1,2c5491a76ec0a56db58282ea7ae70617,delivered,2018-07-03 01:17:32,2018-07-03 01:30:35,2018-07-03 13:58:00,2018-07-11 22:52:20,2018-08-08 00:00:00,1,139.99,19.08,22733,rio de janeiro,RJ,22733.0,-22.906015750671408,-43.364980246342064
66f6b3a33b0339acbf55dd71977c4293,282d52f23f7c0ece9340d411c4d2cdd9,delivered,2017-12-01 20:39:26,2017-12-01 20:50:55,2017-12-05 00:23:05,2017-12-18 22:29:05,2018-01-03 00:00:00,1,69.99,15.25,20756,rio de janeiro,RJ,20756.0,-22.889303208418365,-43.304540372254614
727412faf7aef5ef3c7e0f03350d80c7,df01594ad086f53bdbbf927198981446,delivered,2017-04-19 13:45:55,2017-04-21 05:22:15,2017-04-27 05:53:19,2017-05-09 09:03:57,2017-05-25 00:00:00,1,65.9,17.2,26022,nova iguacu,RJ,26022.0,-22.732232372714957,-43.460676715526674
0c228d925a49aa5e3b35febb948f4f72,ee4a4b5842e03fbaff366b9459e08b95,delivered,2018-07-24 12:45:26,2018-07-24 13:24:34,2018-07-25 07:24:00,2018-07-30 16:56:35,2018-08-08 00:00:00,1,144.9,16.11,24220,niteroi,RJ,24220.0,-22.90324481661885,-43.107023598220486
6f6665c1d76e55561978ccb45bdcafc6,12ae89712aa5a178c22147486d3cd310,delivered,2017-02-23 08:03:00,2017-02-23 08:15:17,2017-02-23 09:10:22,2017-03-02 09:23:07,2017-04-03 00:00:00,3,65.69999999999999,43.56,20720,rio de janeiro,RJ,20720.0,-22.906575946931888,-43.28819167590577
db5fdbee9ab29d55f24c329246e6fe51,3487bedbddf4797d7308d0aa43dcf30b,delivered,2017-06-17 13:16:44,2017-06-17 13:25:13,2017-06-19 12:49:33,2017-06-26 15:58:13,2017-07-11 00:00:00,1,89.0,15.37,23832,itaguai,RJ,23832.0,-22.85534509298971,-43.76583456328473
